S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2026 OCT 24 18:15:00,-75.9656,-69.5326,250.3301,15.3242,86.0842,2.3386e-14,86.0842
TGO,2026 OCT 24 18:30:00,-73.9939,-71.1215,381.7223,15.4617,85.263,0.37761,85.3004

MRO,2026 NOV 01 11:24:00,-69.7536,104.031,251.2648,15.1356,82.8826,1.5923e-14,82.8826
TGO,2026 NOV 01 11:15:00,-70.9172,103.126,379.6745,14.9292,82.953,0.37978,82.9508

MRO,2026 NOV 03 00:48:00,-69.1074,-82.192,250.1269,15.1292,82.7169,1.9671e-14,82.7169
TGO,2026 NOV 03 00:36:00,-69.3408,-81.9194,380.8312,14.9528,82.2117,0.39109,82.2003

MRO,2026 NOV 11 03:21:00,-51.7955,-46.113,251.7081,14.9269,71.2571,5.0087e-14,71.2571
TGO,2026 NOV 11 03:15:00,-53.0774,-45.7402,381.0229,14.8544,71.6769,0.47234,71.5955

MRO,2026 NOV 11 07:06:00,-49.6128,-101.0158,250.2724,14.9175,69.7218,1.1201e-13,69.7218
TGO,2026 NOV 11 07:12:00,-49.7151,-101.5232,379.0504,14.9808,70.2416,0.48805,70.1648

MRO,2026 NOV 11 10:51:00,-47.4505,-156.0984,252.5931,14.8958,68.1187,7.1403e-14,68.1187
TGO,2026 NOV 11 11:09:00,-45.9624,-157.9739,380.8329,15.0628,68.4134,3.2556,71.3042

MRO,2026 NOV 12 14:54:00,-47.329,154.3695,252.0046,14.9,68.2597,2.6228e-14,68.2597
TGO,2026 NOV 12 14:39:00,-48.0332,155.7594,380.0172,14.7494,67.6605,3.5368,70.7229

MRO,2026 NOV 12 18:39:00,-45.3964,99.5587,252.6187,14.8967,66.9504,4.0855e-14,66.9504
TGO,2026 NOV 12 18:36:00,-44.9833,99.8975,379.0502,14.8706,66.4689,0.49128,66.3876

MRO,2026 NOV 12 22:24:00,-43.0377,44.5775,252.8288,14.8819,65.2756,3.1806e-14,65.2756
TGO,2026 NOV 12 22:33:00,-41.2574,43.7161,378.46,14.9706,64.8497,0.70009,64.1606

MRO,2026 NOV 14 08:06:00,-34.7483,-88.0362,253.0494,14.8475,59.781,1.2728e-14,59.781
TGO,2026 NOV 14 08:00:00,-33.7889,-86.1211,380.3637,14.8781,59.4692,1.6443,60.903

