stepValue,steppingParameter,stepCount,stepSpeed
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
