S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 SEP 27 19:09:00,-11.0066,91.1516,259.4964,15.7217,60.6348,2.3854e-15,60.6348
TGO,2025 SEP 27 19:00:00,-8.6146,95.1621,385.4778,15.8431,61.4068,0.46688,61.5683

MRO,2025 SEP 27 19:12:00,-1.366,89.9625,264.3808,15.6911,56.8642,7.9514e-15,56.8642
TGO,2025 SEP 27 18:57:00,0.27682,93.641,389.5887,15.6928,56.4135,0.53138,56.6915

MRO,2025 SEP 27 21:06:00,4.5988,61.9445,268.2281,15.6725,55.001,8.0025e-14,55.001
TGO,2025 SEP 27 20:54:00,2.7951,64.3798,390.3699,15.6403,54.9724,0.34085,54.6838

MRO,2025 SEP 28 00:42:00,-22.45,10.6925,256.6864,15.7597,66.0426,2.1097e-14,66.0426
TGO,2025 SEP 28 00:57:00,-18.5813,9.9052,383.3593,15.9506,66.7309,3.5006,69.4136

MRO,2025 SEP 28 00:45:00,-12.7835,9.4772,260.3086,15.7275,61.4015,3.2823e-14,61.4015
TGO,2025 SEP 28 00:54:00,-9.7218,8.0203,386.3541,15.7764,60.8766,5.7773,65.7041

MRO,2025 SEP 28 02:39:00,-7.1759,-18.5265,262.422,15.71,59.0255,3.9502e-14,59.0255
TGO,2025 SEP 28 02:51:00,-6.7844,-20.8676,388.3918,15.7486,59.4258,0.33304,59.5461

MRO,2025 SEP 28 04:33:00,-1.5059,-46.5339,264.7229,15.6922,56.9082,3.1806e-14,56.9082
TGO,2025 SEP 28 04:48:00,-4.0473,-50.3953,389.995,15.6781,57.5043,1.2659,58.4709

MRO,2025 SEP 29 04:48:00,-13.1613,-40.0058,259.4277,15.7311,61.5171,2.9879e-14,61.5171
TGO,2025 SEP 29 04:27:00,-16.2305,-35.3393,385.3193,15.7017,62.4042,0.40684,62.4744

MRO,2025 SEP 29 04:51:00,-3.5193,-41.1878,263.9731,15.7011,57.6168,7.3206e-14,57.6168
TGO,2025 SEP 29 04:24:00,-7.3385,-36.9487,388.5458,15.5456,56.7406,0.33675,56.8572

MRO,2025 SEP 29 08:27:00,-30.4958,-92.3274,252.4061,15.7958,70.2253,3.2445e-14,70.2253
TGO,2025 SEP 29 08:27:00,-28.6983,-90.5627,381.3081,15.9133,70.6839,0.4875,70.6965

MRO,2025 SEP 29 08:30:00,-20.7971,-93.6235,255.2852,15.7581,65.1288,7.4323e-14,65.1288
TGO,2025 SEP 29 08:24:00,-19.8148,-92.5263,383.3759,15.7339,64.3813,0.43248,64.4323

MRO,2025 SEP 29 10:24:00,-14.8386,-121.664,258.1869,15.7381,62.2754,3.4403e-14,62.2754
TGO,2025 SEP 29 10:21:00,-17.2409,-121.936,383.7056,15.6711,62.4294,0.41369,62.4933

MRO,2025 SEP 29 14:00:00,-41.9672,-172.5966,251.6141,15.8467,76.6833,3.7125e-14,76.6833
TGO,2025 SEP 29 14:24:00,-38.4029,-174.5306,381.3924,16.1069,77.4299,0.52484,77.4192

MRO,2025 SEP 29 14:03:00,-32.2476,-174.0294,253.299,15.7997,71.1254,6.3611e-15,71.1254
