S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 AUG 06 14:54:00,-71.543,-96.4323,250.7554,15.3267,54.4753,1.6603e-14,54.4753
TGO,2022 AUG 06 14:39:00,-71.0388,-95.155,380.6506,15.1686,53.5719,0.40916,53.6051

MRO,2022 AUG 07 00:15:00,-71.7683,126.9813,252.1886,15.3167,54.5718,2.0674e-14,54.5718
TGO,2022 AUG 07 00:30:00,-67.801,129.5863,380.5807,15.7333,54.6795,2.5874,52.2412

MRO,2022 AUG 10 04:57:00,-65.2616,85.1486,251.706,15.1425,50.6023,1.7243e-14,50.6023
TGO,2022 AUG 10 05:09:00,-66.333,82.7515,379.7536,15.1772,51.3243,1.6986,53.0129

MRO,2022 AUG 11 09:00:00,-64.5495,35.2946,251.9393,15.1064,50.1177,2.163e-14,50.1177
TGO,2022 AUG 11 08:39:00,-68.0274,35.0047,378.8557,14.7467,50.3103,0.41768,50.3116

MRO,2022 AUG 11 18:21:00,-64.6032,-101.0606,250.5625,15.1119,50.199,1.3138e-14,50.199
TGO,2022 AUG 11 18:30:00,-64.6812,-102.4272,379.275,15.1669,50.54,4.663,45.8945

MRO,2022 AUG 12 16:48:00,-62.6178,-69.3828,249.8811,15.0639,48.9918,2.7773e-14,48.9918
TGO,2022 AUG 12 16:06:00,-66.8229,-65.6957,381.6985,14.6286,49.1161,0.50614,48.7599

MRO,2022 AUG 13 02:09:00,-62.4937,153.9371,251.1777,15.0478,48.8597,4.6555e-14,48.8597
TGO,2022 AUG 13 01:57:00,-63.0001,156.0132,380.7035,14.9917,48.7869,1.7491,47.0598

MRO,2022 AUG 13 05:54:00,-60.5652,99.0075,251.4976,15.0339,47.8435,8.9229e-14,47.8435
TGO,2022 AUG 13 05:54:00,-60.0348,101.049,379.7867,15.17,48.4899,0.7224,49.034

MRO,2022 AUG 13 11:30:00,-62.2194,17.4502,252.6432,15.0447,48.7299,1.0668e-14,48.7299
TGO,2022 AUG 13 11:48:00,-59.1265,16.0178,378.7107,15.2408,48.6034,2.9491,45.6707

MRO,2022 AUG 13 15:15:00,-60.5163,-37.6372,252.0895,15.0203,47.7573,1.9606e-14,47.7573
TGO,2022 AUG 13 15:45:00,-55.9076,-39.8241,381.0513,15.3608,48.2963,0.5322,48.3383

MRO,2022 AUG 14 09:57:00,-59.8466,49.3581,251.2327,15.0119,47.4333,2.736e-14,47.4333
TGO,2022 AUG 14 09:24:00,-61.8326,54.2577,378.9544,14.8033,47.1589,0.46951,47.1516

MRO,2022 AUG 14 23:03:00,-57.6471,-142.2927,252.2737,14.9794,46.2207,5.4442e-14,46.2207
TGO,2022 AUG 14 23:12:00,-54.2493,-142.1435,379.5449,15.1353,45.9912,3.9251,49.913

MRO,2022 AUG 15 02:48:00,-55.8308,162.5687,251.3174,14.9517,45.2135,4.6555e-14,45.2135
TGO,2022 AUG 15 03:09:00,-50.9158,162.1471,380.2904,15.2639,45.9923,3.1305,49.1225

MRO,2022 AUG 16 06:51:00,-55.2334,113.1326,251.5914,14.9439,44.9713,5.0715e-14,44.9713
TGO,2022 AUG 16 06:39:00,-53.2791,116.0849,379.8253,14.9461,44.166,0.53175,44.1825

MRO,2022 AUG 16 10:36:00,-52.8161,58.0942,250.4192,14.9231,43.7981,6.9464e-14,43.7981
TGO,2022 AUG 16 10:36:00,-49.9207,60.693,378.5265,15.0961,44.2505,1.8532,42.4485

MRO,2022 AUG 17 18:24:00,-50.4638,-46.5405,251.206,14.8839,42.6261,6.6259e-14,42.6261
TGO,2022 AUG 17 18:03:00,-48.5452,-41.6315,381.0805,14.8706,41.8025,2.1127,39.6979

MRO,2022 AUG 17 22:09:00,-48.2619,-101.4366,249.7882,14.8722,41.7296,6.8971e-14,41.7296
TGO,2022 AUG 17 22:00:00,-45.0375,-98.2438,379.3539,14.9392,41.3763,0.88659,42.2383

MRO,2022 AUG 18 01:54:00,-46.0854,-156.5051,252.0211,14.8492,40.7973,6.9464e-14,40.7973
TGO,2022 AUG 18 01:54:00,-50.0597,-158.4692,380.7424,14.7183,41.0406,0.55237,41.3599
TGO,2022 AUG 18 01:57:00,-41.3924,-154.5451,381.1042,15.0286,41.4889,0.61362,41.9937

MRO,2022 AUG 18 05:39:00,-44.3614,148.5617,251.4861,14.8353,40.1467,4.0731e-14,40.1467
TGO,2022 AUG 18 05:51:00,-46.9022,145.6635,380.1898,14.8367,40.9491,3.0174,37.9346

MRO,2022 AUG 19 15:21:00,-35.6844,15.958,254.2585,14.78,37.8061,1.7493e-14,37.8061
TGO,2022 AUG 19 15:18:00,-39.2067,16.5471,380.0616,14.7708,38.2654,0.49321,37.8863

MRO,2022 AUG 19 17:12:00,-39.6847,-10.7691,253.8401,14.7981,38.6752,2.4275e-14,38.6752
TGO,2022 AUG 19 17:15:00,-41.9685,-13.3967,381.1862,14.6717,37.8442,0.70623,37.2025

MRO,2022 AUG 19 20:57:00,-37.7727,-65.6339,251.7842,14.7886,38.2195,4.2672e-14,38.2195
TGO,2022 AUG 19 21:12:00,-38.6941,-69.7752,380.5859,14.7558,38.0065,3.0615,34.9745

MRO,2022 AUG 20 23:09:00,-32.9399,-88.4326,252.2136,14.7578,37.3253,2.2977e-14,37.3253
TGO,2022 AUG 20 22:48:00,-29.0886,-83.9478,381.0515,14.7161,36.6966,3.3817,40.0633

MRO,2022 AUG 21 01:03:00,-26.8997,-116.5379,254.1416,14.7325,37.0102,5.2165e-14,37.0102
TGO,2022 AUG 21 00:45:00,-31.6758,-113.249,380.2505,14.66,36.018,1.1597,37.1774

MRO,2022 AUG 21 02:57:00,-20.9178,-144.637,256.6874,14.7078,37.5044,9.5628e-14,37.5044
TGO,2022 AUG 21 02:45:00,-25.3734,-140.6251,382.5105,14.7806,37.7924,1.3032,39.0935

MRO,2022 AUG 21 04:48:00,-24.7714,-171.4668,255.4182,14.7189,37.031,2.249e-14,37.031
TGO,2022 AUG 21 04:42:00,-27.9807,-170.3806,382.6882,14.6939,36.4425,2.7252,39.132

MRO,2022 AUG 21 08:33:00,-22.968,133.7041,255.6638,14.7117,37.1885,2.6988e-14,37.1885
TGO,2022 AUG 21 08:39:00,-24.7447,132.5786,381.7684,14.7342,37.2424,1.7037,38.9229

MRO,2022 AUG 21 10:24:00,-26.7937,106.9513,254.3742,14.7281,36.9676,3.0005e-14,36.9676
TGO,2022 AUG 21 10:36:00,-27.5505,103.3389,380.539,14.6819,36.3077,1.1587,35.2666

MRO,2022 AUG 21 12:18:00,-20.7556,78.8904,255.5741,14.7058,37.515,2.5044e-14,37.515
TGO,2022 AUG 21 12:36:00,-21.1901,75.3887,381.3034,14.7642,38.2262,3.0875,41.2229

MRO,2022 AUG 22 12:36:00,-21.8577,84.2039,254.9822,14.7008,37.2399,3.1325e-14,37.2399
TGO,2022 AUG 22 12:12:00,-17.9999,89.0569,382.0885,14.635,37.2004,0.66228,37.8626

MRO,2022 AUG 22 18:18:00,-4.1559,0.10153,263.9786,14.6392,42.7883,2.388e-15,42.7883
TGO,2022 AUG 22 18:09:00,-8.0024,3.7185,387.403,14.7344,42.1772,4.2869,45.7828

MRO,2022 AUG 22 20:09:00,-8.1039,-26.7284,261.423,14.6506,41.0127,2.6988e-14,41.0127
TGO,2022 AUG 22 20:06:00,-10.9191,-25.1911,386.5972,14.7042,40.5273,1.1462,39.7505

MRO,2022 AUG 22 20:12:00,1.5244,-27.9005,266.3853,14.6208,45.7089,6.2651e-14,45.7089
TGO,2022 AUG 22 20:09:00,-2.0253,-23.6597,390.131,14.855,46.665,1.0336,46.0142

MRO,2022 AUG 22 22:03:00,-2.3311,-54.7437,263.6388,14.6311,43.6456,9.0747e-15,43.6456
TGO,2022 AUG 22 22:06:00,-4.7009,-53.3971,388.8617,14.7697,44.1959,2.1152,45.9588

MRO,2022 AUG 22 23:54:00,-6.0632,-81.5808,261.1521,14.6419,41.8569,8.1089e-15,41.8569
TGO,2022 AUG 23 00:03:00,-7.3343,-82.7519,387.4507,14.7097,42.1466,1.875,43.748

MRO,2022 AUG 23 01:45:00,-9.722,-108.4029,259.6205,14.6536,40.3361,4.631e-14,40.3361
TGO,2022 AUG 23 02:00:00,-9.8758,-112.2559,386.3687,14.64,40.0874,3.3519,42.9618

MRO,2022 AUG 24 02:03:00,-11.0354,-103.0907,258.9512,14.6486,39.7051,1.4662e-14,39.7051
TGO,2022 AUG 24 01:36:00,-6.6886,-98.8902,387.4222,14.4908,39.5464,2.7954,41.9081

MRO,2022 AUG 24 09:39:00,12.1673,144.8586,274.2856,14.5725,51.9479,1.1468e-14,51.9479
TGO,2022 AUG 24 09:33:00,9.1499,148.2724,395.3286,14.7028,51.3473,0.73561,51.8813

MRO,2022 AUG 24 11:30:00,8.2835,118.04,270.9888,14.5844,49.4394,1.3114e-14,49.4394
TGO,2022 AUG 24 11:30:00,6.3537,118.9177,392.4833,14.6428,48.8549,0.20397,49.002

MRO,2022 AUG 24 11:33:00,17.8615,116.8407,277.6546,14.5531,55.8121,6.1673e-14,55.8121
TGO,2022 AUG 24 11:33:00,15.2125,120.5026,397.6605,14.7972,56.435,0.10732,56.4952

MRO,2022 AUG 24 13:21:00,4.5437,91.211,267.931,14.5956,47.1575,1.0458e-14,47.1575
TGO,2022 AUG 24 13:27:00,3.7457,89.4681,390.4986,14.5767,46.4381,0.77562,47.0637

MRO,2022 AUG 24 13:24:00,14.1363,90.0143,274.2014,14.5644,53.2351,4.7708e-15,53.2351
TGO,2022 AUG 24 13:30:00,12.6088,91.0481,395.4593,14.7306,53.9445,0.36979,54.2361

MRO,2022 AUG 24 15:12:00,0.96798,64.3732,265.8976,14.6064,45.1198,2.8482e-14,45.1198
TGO,2022 AUG 24 15:24:00,1.2087,60.3971,389.7776,14.5358,44.402,1.7756,43.3382

MRO,2022 AUG 24 15:15:00,10.57,63.1816,272.0609,14.5756,50.8667,7.2876e-15,50.8667
